type,summary,product,comp,assignee,status,resolution,updated
,Firefox doesn't rerender canvas until I switch tabs        ,Core        ,Graphics: Canvas2D        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Mouse scroll icon invisible in Firefox full-screen in Windows 10 Tablet mode        ,Core        ,Widget: Win32        ,nobody        ,UNCO        ,---        ,2022-10-11    
,"windows 10, taskbar at the top, firefox window is moved down on opening        ",Core        ,Widget: Win32        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Firefox Menu uses Font-Smoothing regardless of system settings        ,Core        ,Graphics: Text        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Firefox renders black window on primary of two monitors        ,Core        ,Graphics        ,nobody        ,UNCO        ,---        ,2022-10-11    
,When Firefox is set to negotiate solely TLS 1.3 it still includes obsolete TLS extensions.        ,NSS        ,Libraries        ,nobody        ,UNCO        ,---        ,2022-10-11    
,pac proxy working intermittently after firefox update to 52        ,Core        ,Networking        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Firefox ignores only-if-cached in requests        ,Core        ,Networking: Cache        ,nobody        ,UNCO        ,---        ,2022-10-11    
,"Since Firefox 52, caching of images is to aggressive.        ",Core        ,Networking: Cache        ,nobody        ,UNCO        ,---        ,2022-10-11    
,"[macOS] Firefox as default browser, no retina/HiDPI FB page displayed when opening page from notification center        ",Core        ,Widget: Cocoa        ,nobody        ,UNCO        ,---        ,2022-10-11    
,identity ui: Non-PFS should be called as weak encryption (yellow triangle)        ,Firefox        ,Security        ,nobody        ,UNCO        ,---        ,2022-10-11    
,too much recursion limits in windows 64 and x86 firefox 52.0.2        ,Core        ,JavaScript Engine        ,nobody        ,UNCO        ,---        ,2022-10-11    
,www.gnome.org and bugzilla.gnome.org are broken in Firefox 54 on Ubuntu 17.04        ,Core        ,Graphics: Text        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Firefox should allow users to reduce page down distance        ,Core        ,DOM: UI Events & Foc        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Firefox stopped reacting to screen-DPI-changed notifications in Windows 10        ,Core        ,Graphics        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Some pictures appear darker than the originals in Firefox        ,Core        ,Graphics: Color Mana        ,nobody        ,UNCO        ,---        ,2022-10-11    
,blackout when idle Firefox 53        ,Core        ,Graphics        ,nobody        ,UNCO        ,---        ,2022-10-11    
,8.3 File Format after a sync of a roaming Profile for the Firefox Profile Folder for 3 Files        ,Toolkit        ,Startup and Profile         ,nobody        ,UNCO        ,---        ,2022-10-11    
,background-blend-mode does not work in Firefox 53 in combination with rgba()        ,Core        ,CSS Parsing and Comp        ,nobody        ,UNCO        ,---        ,2022-10-11    
,loop endless with Firefox 53.0        ,Core        ,SVG        ,nobody        ,UNCO        ,---        ,2022-10-11    
